Customer_ID,Age,Education,Years_Experience,Annual_Income_k$,Device_Type,Is_Premium,Avg_Session_Min,Total_Spend_USD,Satisfied
CUST_1077,33.1,Bachelor,13.5,90.43,Desktop,Yes,27.2,980.47,Yes
CUST_1078,35.6,Master,11.3,64.93,Desktop,No,36.5,450.4,Yes
CUST_1079,18.0,Bachelor,0.0,47.85,desktop,No,20.5,390.7,No
CUST_1080,32.6,PhD,12.4,,Mobile,Yes,6.7,748.47,Yes
CUST_1081,38.2,High School,21.0,74.16,Mobile,Yes,19.3,909.72,Yes
CUST_1082,49.7,Master,27.2,121.6,desktop,No,23.8,828.82,No
CUST_1083,29.2,Master,10.5,75.85,Desktop,Yes,34.3,1237.18,Yes
CUST_1084,27.7,Master,11.3,51.09,mobile,No,23.9,679.61,No
CUST_1085,30.0,master,12.6,87.07,Desktop,Yes,25.2,722.34,No
CUST_1086,43.4,Master,27.1,116.02,Mobile,Yes,16.8,1258.81,No
CUST_1087,39.5,Bachelor,20.1,89.03,Desktop,Yes,19.9,634.96,No
CUST_1088,29.4,high school,7.7,60.69,Desktop,Yes,33.3,1100.88,No
CUST_1089,40.3,High School,12.7,42.01,Mobile,Yes,13.4,790.08,Yes
CUST_1090,37.2,PhD,14.3,,Mobile,Yes,15.3,533.74,Yes
CUST_1091,45.1,Bachelor,20.1,98.49,Desktop,No,23.5,698.04,No
CUST_1092,26.8,Master,12.4,62.98,Desktop,No,16.4,294.47,No
CUST_1093,33.0,Bachelor,10.4,70.56,Desktop,Yes,31.5,788.71,Yes
CUST_1094,31.5,high school,9.9,43.77,Desktop,No,13.6,632.34,No
CUST_1095,19.9,High School,0.0,31.02,Desktop,No,25.8,228.75,No
CUST_1096,36.9,Bachelor,15.1,79.35,Tablet,Yes,24.6,737.02,No
CUST_1097,38.5,Bachelor,22.4,82.47,Mobile,Yes,13.3,837.62,No
CUST_1098,35.4,High School,11.2,44.05,Mobile,Yes,25.6,961.16,Yes
CUST_1099,32.8,Bachelor,11.5,69.11,Mobile,Yes,19.2,788.47,Yes
CUST_1100,22.0,High School,0.0,18.95,Mobile,No,,422.84,Yes
CUST_1101,31.7,Bachelor,5.1,44.15,Desktop,No,28.2,604.11,Yes
CUST_1102,30.5,Bachelor,6.4,67.67,Mobile,No,11.7,20.0,No
CUST_1103,26.4,Master,4.3,55.95,Tablet,No,6.9,133.5,No
CUST_1104,32.6,Bachelor,9.1,72.38,Desktop,Yes,21.4,725.5,No
CUST_1105,39.8,Bachelor,15.4,81.27,Desktop,Yes,24.1,1062.08,Yes
CUST_1106,52.5,High School,25.6,57.37,Mobile,No,0.5,20.0,No
CUST_1107,37.0,High School,14.7,50.33,Mobile,No,12.3,943.54,Yes
CUST_1108,38.4,Bachelor,11.1,82.31,Mobile,No,10.3,564.64,Yes
CUST_1109,35.4,Bachelor,16.1,65.21,Mobile,No,0.5,268.34,Yes
CUST_1110,18.0,Bachelor,0.0,42.43,Mobile,No,,599.01,Yes
CUST_1111,35.7,Bachelor,8.6,69.02,Desktop,No,33.0,1224.97,Yes
CUST_1112,34.4,Bachelor,11.3,77.74,Desktop,Yes,29.6,1208.29,Yes
CUST_1113,60.7,Master,36.1,123.96,Desktop,Yes,25.7,1431.42,Yes
CUST_1114,32.0,Master,11.1,74.81,Desktop,Yes,32.1,1038.85,Yes
CUST_1115,37.7,High School,20.4,85.79,Mobile,Yes,16.8,842.23,No
CUST_1116,35.5,Bachelor,6.9,81.29,Desktop,Yes,30.2,896.59,Yes
CUST_1117,22.3,High School,0.7,45.01,Desktop,No,22.2,196.35,No
CUST_1118,45.6,High School,,74.42,Mobile,Yes,13.9,614.12,Yes
CUST_1119,43.2,PhD,23.5,112.6,Desktop,Yes,36.4,919.78,No
CUST_1120,43.6,High School,22.3,62.17,Mobile,Yes,7.8,635.7,Yes
CUST_1121,26.3,Bachelor,1.7,57.33,Desktop,No,,280.43,Yes
CUST_1122,49.6,bachelor,26.5,100.72,Tablet,Yes,14.3,974.18,Yes
CUST_1123,21.1,Master,0.0,78.82,Mobile,Yes,,778.09,Yes
CUST_1124,40.1,Bachelor,21.9,95.23,Desktop,Yes,23.3,1041.68,No
CUST_1125,56.4,High School,34.5,76.06,Desktop,No,29.6,501.78,No
CUST_1126,24.1,Bachelor,8.8,76.46,Tablet,No,5.8,1117.89,Yes
CUST_1127,30.6,Bachelor,8.4,51.14,Mobile,No,8.2,600.58,Yes
CUST_1128,36.2,High School,11.7,48.45,Desktop,No,20.4,84.41,No
CUST_1129,29.7,Bachelor,2.4,55.32,Mobile,Yes,12.9,743.31,No
CUST_1130,19.4,  High School ,0.0,55.95,mobile,No,19.0,259.07,No
CUST_1131,37.0,High School,9.5,86.42,Mobile,Yes,16.5,623.63,No
CUST_1132,23.3,Bachelor,2.2,59.24,Tablet,No,1.4,20.0,No
CUST_1133,40.0,High School,19.8,,Desktop,No,42.3,841.85,No
CUST_1134,25.8,Bachelor,0.0,54.41,Desktop,No,30.1,367.16,Yes
CUST_1135,50.8,Bachelor,31.9,116.07,Tablet,Yes,12.6,1233.46,Yes
CUST_1136,25.7,  Master ,2.0,61.75,Mobile,Yes,13.1,964.79,No
CUST_1137,32.9,High School,11.4,74.06,Mobile,No,,769.2,Yes
CUST_1138,44.4,High School,28.0,85.16,Mobile,Yes,7.3,547.28,Yes
CUST_1139,22.9,High School,4.0,,Mobile,No,13.4,416.77,No
CUST_1140,37.9,Bachelor,15.0,82.99,Mobile,No,7.7,562.24,Yes
CUST_1141,49.3,master,24.2,,Mobile,Yes,9.2,801.33,Yes
CUST_1142,19.5,High School,0.0,42.07,Mobile,Yes,7.2,368.04,Yes
CUST_1143,35.8,PhD,11.3,92.93,Mobile,Yes,2.0,1139.54,Yes
CUST_1144,37.8,High School,15.1,52.48,Mobile,Yes,13.0,730.79,No
CUST_1145,43.1,Bachelor,17.6,66.48,Mobile,Yes,,933.25,No
CUST_1146,22.4,Master,0.0,,Tablet,No,21.6,288.45,Yes
CUST_1147,22.5,Master,0.8,72.79,Desktop,Yes,33.7,710.73,No
CUST_1148,41.5,Master,18.7,101.15,Tablet,Yes,20.3,858.42,No
CUST_1149,39.2,Master,14.9,108.91,Mobile,Yes,8.3,868.51,No
CUST_1150,37.4,Bachelor,16.0,76.73,Mobile,Yes,17.9,579.15,Yes
CUST_1151,37.3,Master,16.8,100.26,Desktop,Yes,18.5,971.9,Yes
CUST_1152,29.7,High School,3.9,25.92,Mobile,No,5.7,20.0,No
CUST_1153,38.3,Master,21.2,,Mobile,Yes,5.3,510.43,Yes
CUST_1154,36.8,Bachelor,14.5,82.45,Mobile,Yes,19.6,1061.92,No
CUST_1155,29.1,master,7.2,85.15,Mobile,Yes,18.6,1046.88,Yes
CUST_1156,54.8,Bachelor,35.3,108.01,Mobile,Yes,,881.73,Yes
CUST_1157,39.8,Bachelor,18.6,80.62,Mobile,Yes,19.5,629.33,Yes
CUST_1158,23.4,Bachelor,4.7,,Desktop,No,21.8,114.31,No
CUST_1159,41.3,Master,20.3,94.26,Mobile,Yes,14.4,799.68,Yes
CUST_1160,23.9,High School,0.0,42.68,Mobile,No,11.1,421.36,Yes
CUST_1161,42.4,High School,21.7,77.96,Desktop,Yes,33.9,1275.36,Yes
CUST_1162,47.5,High School,21.5,76.71,Mobile,Yes,,640.58,No
CUST_1163,25.3,High School,3.7,39.26,Mobile,No,9.3,20.0,No
CUST_1164,44.1,Master,22.0,101.68,Desktop,Yes,31.8,1208.63,No
CUST_1165,38.8,High School,16.1,53.06,Mobile,Yes,18.1,531.74,No
CUST_1166,43.3,PhD,20.9,126.01,Mobile,Yes,7.3,855.86,Yes
CUST_1167,55.2,Bachelor,26.6,,Mobile,Yes,11.6,1226.51,No
CUST_1168,32.1,  High School ,8.2,52.66,Mobile,No,4.6,430.67,Yes
CUST_1169,27.0,Master,5.3,,Desktop,No,10.5,390.71,Yes
CUST_1170,26.8,Bachelor,5.4,31.88,Desktop,Yes,,470.49,No
CUST_1171,26.7,Bachelor,1.1,63.15,Mobile,No,16.3,464.02,Yes
CUST_1172,33.4,Bachelor,15.8,70.69,Desktop,Yes,29.8,1224.29,No
CUST_1173,38.3,Master,13.3,75.59,Mobile,Yes,0.5,536.89,Yes
CUST_1174,36.7,High School,18.1,72.9,Mobile,Yes,9.5,1063.46,No
CUST_1175,42.3,PhD,21.8,114.54,desktop,Yes,12.5,1304.78,Yes
CUST_1176,35.1,PhD,10.8,112.16,Mobile,Yes,21.6,1493.27,Yes
CUST_1177,49.3,Bachelor,33.5,115.7,Mobile,Yes,4.4,967.3,Yes
CUST_1178,33.6,High School,7.4,53.52,Mobile,Yes,20.8,918.87,Yes
CUST_1179,61.8,Bachelor,43.0,109.01,Mobile,No,18.6,1027.22,Yes
CUST_1180,41.5,High School,23.0,87.94,Mobile,Yes,5.7,867.34,Yes
CUST_1181,26.8,High School,2.5,39.64,Desktop,No,20.1,230.86,Yes
CUST_1182,22.8,Bachelor,5.7,53.83,Mobile,Yes,14.5,585.63,No
CUST_1183,40.3,Bachelor,17.4,81.04,Mobile,Yes,6.1,784.72,Yes
CUST_1184,31.8,Master,10.8,60.13,Mobile,No,12.7,31.53,No
CUST_1185,43.5,Master,22.4,107.22,Desktop,No,24.6,699.9,No
CUST_1186,38.7,Master,16.2,78.81,Desktop,Yes,15.5,1100.86,Yes
CUST_1187,34.0,Bachelor,14.8,58.41,Desktop,No,12.4,20.0,No
CUST_1188,25.3,Bachelor,6.1,40.71,Desktop,No,29.6,858.0,Yes
CUST_1189,21.3,Bachelor,0.0,61.35,Desktop,No,24.1,777.11,Yes
CUST_1190,30.5,PhD,13.1,96.03,Mobile,Yes,8.1,711.87,Yes
CUST_1191,43.9,High School,16.1,79.38,Mobile,Yes,16.9,982.21,No
CUST_1192,35.8,Master,17.4,86.89,Desktop,Yes,36.2,1116.85,No
CUST_1193,23.3,Bachelor,5.2,36.87,Tablet,Yes,16.1,954.95,Yes
CUST_1194,35.9,Bachelor,10.1,52.78,Desktop,Yes,25.6,1072.08,No
CUST_1195,40.0,Master,16.6,106.71,Mobile,Yes,15.5,623.67,Yes
CUST_1196,25.3,Bachelor,0.0,46.13,Mobile,No,2.5,317.9,Yes
CUST_1197,35.6,Master,12.8,78.46,Mobile,Yes,13.6,750.77,No
CUST_1198,34.2,PhD,11.1,101.9,Desktop,No,31.9,814.78,Yes
CUST_1199,23.5,Bachelor,4.2,61.58,Mobile,Yes,16.8,577.93,Yes
CUST_1200,38.8,Bachelor,21.4,99.93,Mobile,Yes,0.5,1193.61,Yes
CUST_1201,39.3,Bachelor,22.2,105.34,Desktop,Yes,22.7,1312.54,Yes
CUST_1202,46.7,PhD,,116.54,Mobile,Yes,5.9,728.84,Yes
CUST_1203,45.4,High School,22.7,56.95,Desktop,Yes,28.7,548.25,No
CUST_1204,21.3,Bachelor,0.0,43.04,Mobile,No,15.4,216.86,No
CUST_1205,25.4,Bachelor,0.6,52.2,Mobile,Yes,,895.33,Yes
CUST_1206,39.9,Master,21.3,88.77,Mobile,Yes,8.5,853.44,Yes
CUST_1207,40.3,High School,24.0,,Desktop,Yes,24.5,1175.44,Yes
CUST_1208,39.1,  Master ,12.8,89.17,Mobile,Yes,20.0,1130.95,Yes
CUST_1209,68.0,PhD,43.9,158.44,Mobile,Yes,,1507.88,No
CUST_1210,41.8,High School,,67.85,Tablet,Yes,26.9,992.02,No
CUST_1211,47.7,High School,26.7,70.96,Mobile,No,14.0,73.0,Yes
CUST_1212,44.2,PhD,19.4,112.16,Desktop,Yes,19.9,1008.01,Yes
CUST_1213,40.8,High School,20.3,57.45,Desktop,No,18.7,679.15,Yes
CUST_1214,32.3,Master,8.6,88.16,Mobile,No,1.1,338.54,Yes
CUST_1215,42.3,Bachelor,20.2,96.78,Desktop,Yes,32.6,1250.59,Yes
CUST_1216,25.8,High School,5.7,20.11,mobile,No,20.3,209.91,Yes
CUST_1217,31.6,Master,9.6,68.13,Desktop,Yes,40.9,822.18,Yes
CUST_1218,30.8,Bachelor,7.3,,Mobile,No,17.9,313.0,No
CUST_1219,36.3,Bachelor,13.9,65.22,desktop,No,36.1,735.63,Yes
CUST_1220,56.7,Bachelor,34.4,,Mobile,Yes,7.9,730.85,Yes
CUST_1221,18.0,Bachelor,0.0,30.6,Desktop,No,19.9,260.93,No
CUST_1222,41.1,High School,,53.7,Mobile,Yes,18.0,504.34,Yes
CUST_1223,19.4,Bachelor,3.0,41.35,Mobile,No,14.9,580.32,Yes
CUST_1224,28.8,PhD,8.8,98.33,Mobile,Yes,12.8,821.92,Yes
CUST_1225,44.7,Bachelor,21.7,87.89,Mobile,No,14.7,876.42,Yes
CUST_1226,36.5,Bachelor,16.9,69.76,Desktop,No,30.3,992.37,No
CUST_1227,23.3,Bachelor,0.1,,Mobile,Yes,21.0,740.3,No
CUST_1228,28.3,master,10.4,74.16,Tablet,No,27.1,340.89,No
CUST_1229,41.0,High School,20.3,,Tablet,Yes,21.8,315.57,No
CUST_1230,26.5,PhD,4.1,107.46,Desktop,Yes,33.9,830.64,Yes
CUST_1231,36.4,Bachelor,,92.89,Mobile,Yes,15.6,556.69,Yes
CUST_1232,36.1,High School,8.6,31.89,Mobile,No,8.8,535.93,No
CUST_1233,29.6,High School,3.7,48.62,Desktop,No,33.3,580.01,Yes
CUST_1234,57.4,High School,31.2,97.9,Mobile,Yes,2.2,863.43,Yes
CUST_1235,41.0,Bachelor,19.5,69.32,Mobile,Yes,19.4,272.18,No
CUST_1236,18.0,Bachelor,2.1,61.61,Desktop,Yes,19.6,494.21,Yes
CUST_1237,36.0,Master,21.8,,Desktop,Yes,30.0,1442.88,Yes
CUST_1238,27.8,Bachelor,8.0,,Desktop,No,22.1,489.66,Yes
CUST_1239,44.7,High School,24.5,65.09,Mobile,No,15.9,378.56,No
CUST_1240,25.6,Bachelor,,60.21,Desktop,Yes,27.8,1026.95,Yes
CUST_1241,32.6,Master,8.7,80.92,Mobile,No,0.8,719.83,Yes
CUST_1242,39.2,High School,14.4,64.54,Mobile,Yes,14.9,695.54,No
CUST_1243,42.2,high school,18.0,68.49,Desktop,No,24.0,545.88,Yes
CUST_1244,22.0,High School,0.0,36.69,Mobile,Yes,18.2,720.12,Yes
CUST_1245,31.9,master,8.2,60.84,Mobile,Yes,12.0,1297.02,Yes
CUST_1246,30.0,Bachelor,1.1,62.55,Mobile,No,14.8,20.0,No
CUST_1247,29.6,Bachelor,10.2,80.4,Desktop,Yes,21.3,1075.07,Yes
CUST_1248,53.6,Master,27.8,109.29,Desktop,Yes,23.9,1060.14,Yes
CUST_1249,38.6,Master,17.4,92.8,desktop,Yes,24.8,1151.77,Yes
CUST_1250,21.7,Bachelor,7.0,42.23,Desktop,No,34.0,368.88,Yes
CUST_1251,43.8,Master,18.6,101.65,Mobile,Yes,23.7,1032.07,Yes
CUST_1252,56.5,High School,,84.94,Mobile,Yes,6.4,926.31,Yes
CUST_1253,44.6,High School,21.6,70.13,Mobile,Yes,19.5,1610.58,No
CUST_1254,20.2,Bachelor,2.1,65.27,Mobile,Yes,0.5,783.41,Yes
CUST_1255,29.9,High School,14.8,54.63,mobile,Yes,3.6,358.45,Yes
CUST_1256,47.8,Bachelor,21.5,93.48,Tablet,Yes,11.3,745.73,Yes
CUST_1257,27.7,PhD,7.4,81.08,Mobile,No,2.5,218.73,Yes
CUST_1258,38.8,High School,15.2,59.08,Mobile,Yes,0.9,108.92,No
CUST_1259,44.1,High School,21.7,68.97,Mobile,No,14.9,339.1,No
CUST_1260,26.5,Bachelor,13.8,75.54,Mobile,No,10.5,583.76,Yes
CUST_1261,33.3,PhD,6.0,86.37,Tablet,Yes,20.7,608.83,Yes
CUST_1262,18.0,Bachelor,0.0,,Mobile,Yes,16.8,956.0,Yes
CUST_1263,24.7,bachelor,4.3,65.65,Mobile,Yes,13.9,865.92,Yes
CUST_1264,33.7,High School,15.5,54.66,Desktop,Yes,,735.04,No
CUST_1265,23.4,High School,1.7,18.0,Mobile,No,11.5,142.22,Yes
CUST_1266,51.1,PhD,30.2,155.36,Mobile,Yes,3.7,1520.75,Yes
CUST_1267,19.3,PhD,0.0,96.58,Mobile,Yes,19.4,1148.74,Yes
CUST_1268,29.9,High School,8.8,32.33,Desktop,No,23.9,376.3,No
CUST_1269,36.4,PhD,13.2,112.04,Tablet,Yes,11.5,896.04,No
CUST_1270,49.8,Bachelor,30.0,95.96,Desktop,Yes,26.8,1069.99,Yes
CUST_1271,19.9,  Master ,0.0,,mobile,No,5.6,164.15,No
CUST_1272,45.5,Bachelor,24.8,,Desktop,Yes,25.1,505.37,No
CUST_1273,36.1,Bachelor,14.0,70.39,Mobile,No,,932.94,Yes
CUST_1274,26.6,Bachelor,8.5,53.89,Mobile,No,14.4,385.66,No
CUST_1275,39.7,Bachelor,17.5,71.21,mobile,Yes,5.7,771.46,Yes
CUST_1276,36.0,High School,7.8,35.05,Mobile,No,8.6,186.09,Yes
CUST_1277,28.3,High School,10.7,41.28,Mobile,No,19.5,171.65,No
CUST_1278,34.3,Bachelor,9.1,63.57,Desktop,No,31.5,549.03,Yes
CUST_1279,32.4,Master,,67.99,Tablet,No,32.5,228.32,No
CUST_1280,35.0,High School,10.9,59.8,Mobile,No,20.3,1013.15,Yes
CUST_1281,41.9,Bachelor,24.7,110.31,Mobile,No,,389.11,No
CUST_1282,50.2,  PhD ,20.7,110.3,Mobile,Yes,2.3,577.29,Yes
CUST_1283,22.8,High School,11.8,56.11,Mobile,Yes,17.3,631.31,Yes
CUST_1284,56.8,Bachelor,38.5,123.3,Desktop,Yes,27.6,1535.19,Yes
CUST_1285,18.0,Bachelor,0.0,53.66,Mobile,Yes,8.1,623.86,Yes
CUST_1286,32.6,Master,10.4,81.63,Desktop,Yes,29.2,696.22,Yes
CUST_1287,39.4,High School,18.4,74.03,Mobile,No,18.6,803.96,Yes
CUST_1288,36.7,Bachelor,16.5,83.49,Mobile,Yes,15.5,1033.02,Yes
CUST_1289,30.0,Master,10.3,65.69,Mobile,No,5.9,432.77,Yes
CUST_1290,34.0,PhD,13.9,115.45,Mobile,Yes,17.2,1222.1,Yes
CUST_1291,30.4,Bachelor,8.7,74.31,Mobile,No,7.5,957.13,Yes
CUST_1292,29.4,Bachelor,6.7,50.9,Desktop,No,29.5,1061.4,Yes
CUST_1293,44.0,Bachelor,21.5,87.16,Mobile,No,9.9,280.18,No
CUST_1294,37.6,Master,14.9,97.02,Desktop,Yes,26.5,1458.88,Yes
CUST_1295,29.3,Bachelor,11.3,65.83,Mobile,No,,532.61,No
CUST_1296,43.8,High School,23.9,87.9,Mobile,Yes,4.7,868.05,Yes
CUST_1297,37.7,PhD,5.4,118.09,Mobile,No,25.6,385.99,No
CUST_1298,43.2,Bachelor,23.5,80.87,Desktop,Yes,15.3,792.03,No
CUST_1299,39.9,Bachelor,18.6,64.91,Mobile,Yes,7.8,464.12,Yes
CUST_1300,25.7,High School,3.6,42.13,Desktop,No,30.6,699.04,Yes
CUST_1301,30.1,Bachelor,6.7,68.72,Mobile,Yes,16.1,1052.6,Yes
CUST_1302,41.2,Bachelor,23.1,86.81,Desktop,No,27.3,140.23,No
CUST_1303,41.4,Bachelor,22.7,106.3,Mobile,Yes,11.6,919.11,Yes
CUST_1304,34.0,High School,9.3,32.68,Desktop,No,30.9,739.85,No
CUST_1305,35.8,Bachelor,15.2,83.68,Desktop,Yes,26.4,935.36,Yes
CUST_1306,47.1,PhD,21.7,111.79,Tablet,Yes,27.8,1331.92,No
CUST_1307,28.7,High School,1.9,56.05,Mobile,No,17.9,486.1,No
CUST_1308,41.1,PhD,16.9,134.33,Mobile,Yes,18.1,1249.82,Yes
CUST_1309,32.4,Bachelor,13.4,62.92,Mobile,Yes,5.2,559.08,Yes
CUST_1310,33.0,Master,,81.15,Desktop,Yes,27.4,677.09,No
CUST_1311,45.9,master,25.7,,Mobile,Yes,9.9,693.09,Yes
CUST_1312,43.7,bachelor,24.2,86.91,Desktop,Yes,21.0,1111.11,No
CUST_1313,44.4,Master,24.2,105.02,Mobile,Yes,14.5,957.22,Yes
CUST_1314,48.8,Master,24.6,106.58,Mobile,Yes,8.2,850.74,Yes
CUST_1315,34.4,Bachelor,13.9,49.98,Mobile,Yes,16.6,600.43,No
CUST_1316,40.4,Bachelor,21.2,85.99,tablet,Yes,10.5,726.74,Yes
CUST_1317,31.2,Bachelor,11.8,,Desktop,Yes,40.0,1297.27,No
CUST_1318,38.5,Master,20.7,93.34,Tablet,Yes,11.7,771.92,Yes
CUST_1319,32.4,Master,12.9,102.54,Mobile,No,13.5,241.49,No
CUST_1320,36.0,Master,15.2,74.28,Desktop,Yes,33.5,1206.3,No
CUST_1321,41.2,Bachelor,,98.98,Desktop,Yes,24.0,982.22,No
CUST_1322,26.3,Master,4.2,66.21,Mobile,No,18.0,453.64,No
CUST_1323,56.7,High School,31.6,,Desktop,Yes,19.4,1309.32,Yes
CUST_1324,23.8,Bachelor,1.2,59.64,Tablet,No,28.2,532.82,Yes
CUST_1325,21.6,High School,0.0,,Desktop,No,28.1,510.75,No
